1.999998 9.997000 0.828435 0.828186 4.598200 
1.999998 9.995000 0.828435 0.828020 4.598200 
1.999998 9.993000 0.828435 0.827855 4.598200 
1.999998 9.991000 0.828435 0.827689 4.598200 
1.999998 9.989000 0.828435 0.827523 4.598200 
1.999998 9.987000 0.828435 0.827358 4.598200 
1.999998 9.985000 0.828435 0.827192 4.598200 
1.999998 9.983000 0.828435 0.827026 4.598200 
1.999998 9.981000 0.828435 0.826861 4.598200 
1.999998 9.979000 0.828435 0.826695 4.598200 
1.999998 9.977000 0.828435 0.826529 4.598200 
1.999998 9.975000 0.828435 0.826364 4.598200 
1.999998 9.973000 0.828435 0.826198 4.598200 
1.999998 9.971000 0.828435 0.826032 4.598200 
1.999998 9.969000 0.828435 0.825867 4.598200 
1.999998 9.967000 0.828435 0.825701 4.598200 
1.999998 9.965000 0.828435 0.825535 4.598200 
1.999998 9.963000 0.828435 0.825369 4.598200 
1.999998 9.961000 0.828435 0.825204 4.598200 
1.999998 9.959000 0.828435 0.825038 4.598200 
1.999998 9.957000 0.828435 0.824872 4.598200 
1.999998 9.955000 0.828435 0.824707 4.598200 
1.999998 9.953000 0.828435 0.824541 4.598200 
1.999998 9.951000 0.828435 0.824375 4.598200 
1.999998 9.949000 0.828435 0.824210 4.598200 
1.999998 9.947000 0.828435 0.824044 4.598200 
1.999998 9.945000 0.828435 0.823878 4.598200 
1.999998 9.943000 0.828435 0.823713 4.598200 
1.999998 9.941000 0.828435 0.823547 4.598200 
1.999998 9.939000 0.828435 0.823381 4.598200 
1.999998 9.937000 0.828435 0.823216 4.598200 
1.999998 9.935000 0.828435 0.823050 4.598200 
1.999998 9.933000 0.828435 0.822884 4.598200 
1.999998 9.931000 0.828435 0.822718 4.598200 
1.999998 9.929000 0.828435 0.822553 4.598200 
1.999998 9.927000 0.828435 0.822387 4.598200 
1.999998 9.925000 0.828435 0.822221 4.598200 
1.999998 9.923000 0.828435 0.822056 4.598200 
1.999998 9.921000 0.828435 0.821890 4.598200 
1.999998 9.919000 0.828435 0.821724 4.598200 
1.999998 9.917000 0.828435 0.821559 4.598200 
1.999998 9.915000 0.828435 0.821393 4.598200 
1.999998 9.913000 0.828435 0.821227 4.598200 
1.999998 9.911000 0.828435 0.821062 4.598200 
1.999998 9.909000 0.828435 0.820896 4.598200 
1.999998 9.907000 0.828435 0.820730 4.598200 
1.999998 9.905000 0.828435 0.820565 4.598200 
1.999998 9.903000 0.828435 0.820399 4.598200 
1.999998 9.901000 0.828435 0.820233 4.598200 
1.999998 9.899000 0.828435 0.820067 4.598200 
1.999998 9.897000 0.828435 0.819902 4.598200 
1.999998 9.895000 0.828435 0.819736 4.598200 
1.999998 9.893000 0.828435 0.819570 4.598200 
1.999998 9.891000 0.828435 0.819405 4.598200 
1.999998 9.889000 0.828435 0.819239 4.598200 
1.999998 9.887000 0.828435 0.819073 4.598200 
1.999998 9.885000 0.828435 0.818908 4.598200 
1.999998 9.883000 0.828435 0.818742 4.598200 
1.999998 9.881000 0.828435 0.818576 4.598200 
1.999998 9.879000 0.828435 0.818411 4.598200 
1.999998 9.877000 0.828435 0.818245 4.598200 
1.999998 9.875000 0.828435 0.818079 4.598200 
1.999998 9.873000 0.828435 0.817914 4.598200 
1.999998 9.871000 0.828435 0.817748 4.598200 
1.999998 9.869000 0.828435 0.817582 4.598200 
1.999998 9.867000 0.828435 0.817416 4.598200 
1.999998 9.865000 0.828435 0.817251 4.598200 
1.999998 9.863000 0.828435 0.817085 4.598200 
1.999998 9.861000 0.828435 0.816919 4.598200 
1.999998 9.859000 0.828435 0.816754 4.598200 
1.999998 9.857000 0.828435 0.816588 4.598200 
1.999998 9.855000 0.828435 0.816422 4.598200 
1.999998 9.853000 0.828435 0.816257 4.598200 
1.999998 9.851000 0.828435 0.816091 4.598200 
1.999998 9.849000 0.828435 0.815925 4.598200 
1.999998 9.847000 0.828435 0.815760 4.598200 
1.999998 9.845000 0.828435 0.815594 4.598200 
1.999998 9.843000 0.828435 0.815428 4.598200 
1.999998 9.841000 0.828435 0.815263 4.598200 
1.999998 9.839000 0.828435 0.815097 4.598200 
1.999998 9.837000 0.828435 0.814931 4.598200 
1.999998 9.835000 0.828435 0.814766 4.598200 
1.999998 9.833000 0.828435 0.814600 4.598200 
1.999998 9.831000 0.828435 0.814434 4.598200 
